"X","rent","avail","type","loc","sqm","rooms","street","description"
"31",2650,"Indefinite","Apartment","Hojbjerg",18,1,"Emiliehoj","Lejlighed, Emiliehoj, 8270 Hojbjerg, etage: 2. dor 31.                          Antal varelser: 1  Antal m2: 18  Husleje. 2.650 kr.  Indskud: 8.153 kr.  Post nummer: 8270  By: Hojbjerg"
"32",2650,"Indefinite","Apartment","Hojbjerg",18,1,"Emiliehoj","Lejlighed, Emiliehoj, 8270 Hojbjerg, etage: 2. dor 31.                          Antal varelser: 1  Antal m2: 18  Husleje. 2.650 kr.  Indskud: 8.153 kr.  Post nummer: 8270  By: Hojbjerg"
"33",4350,"Indefinite","Apartment","Grenaa",65,3,"Storegade","Lejlighed, Storegade, 8500 Grenaa.                          Antal varelser: 3  Antal m2: 65  Husleje. 4.350 kr.  Indskud: 13.050 kr.  Post nummer: 8500  By: Grenaa  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"34",4350,"Indefinite","Apartment","Grenaa",65,3,"Storegade","Lejlighed, Storegade, 8500 Grenaa.                          Antal varelser: 3  Antal m2: 65  Husleje. 4.350 kr.  Indskud: 13.050 kr.  Post nummer: 8500  By: Grenaa  Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"35",7987,"Under 1 year","Apartment","Silkeborg",104,3,"Christian 8.s Vej","Lejlighed, Christian 8.s Vej, 8600 Silkeborg, etage: 1. dor 2.                          Antal varelser: 3  Antal m2: 104  Husleje. 7.987 kr.  Indskud: 23.400 kr.  Post nummer: 8600  By: Silkeborg"
"36",7987,"Under 1 year","Apartment","Silkeborg",104,3,"Christian 8.s Vej","Lejlighed, Christian 8.s Vej, 8600 Silkeborg, etage: 1. dor 2.                          Antal varelser: 3  Antal m2: 104  Husleje. 7.987 kr.  Indskud: 23.400 kr.  Post nummer: 8600  By: Silkeborg"
"37",8450,"Indefinite","Apartment","Aarhus C",69,2,"Sondre Ringgade","Lejlighed, Sondre Ringgade, 8000 Aarhus C, etage: 2th.                          Antal varelser: 2  Antal m2: 69  Husleje. 8.450 kr.  Post nummer: 8000  By: Aarhus C"
"38",8450,"Indefinite","Apartment","Aarhus C",69,2,"Sondre Ringgade","Lejlighed, Sondre Ringgade, 8000 Aarhus C, etage: 2th.                          Antal varelser: 2  Antal m2: 69  Husleje. 8.450 kr.  Post nummer: 8000  By: Aarhus C"
"39",5462,"Indefinite","Apartment","Skodstrup",76,2,"Grenavej","Lejlighed, Grenavej, 8541 Skodstrup.                          Antal varelser: 2  Antal m2: 76  Husleje. 5.462 kr.  Post nummer: 8541  By: Skodstrup"
"40",5462,"Indefinite","Apartment","Skodstrup",76,2,"Grenavej","Lejlighed, Grenavej, 8541 Skodstrup.                          Antal varelser: 2  Antal m2: 76  Husleje. 5.462 kr.  Post nummer: 8541  By: Skodstrup"
"41",4594,"Indefinite","Apartment","Viby J",36,1,"Engtoften","Lejlighed, Engtoften, 8260 Viby J.                          Antal varelser: 1  Antal m2: 36  Husleje. 4.594 kr.  Post nummer: 8260  By: Viby J  Kontoret har abent mandag-torsdag fra 09.00 - 16.00 og fredag fra 09.00 - 15.00"
"42",4594,"Indefinite","Apartment","Viby J",36,1,"Engtoften","Lejlighed, Engtoften, 8260 Viby J.                          Antal varelser: 1  Antal m2: 36  Husleje. 4.594 kr.  Post nummer: 8260  By: Viby J  Kontoret har abent mandag-torsdag fra 09.00 - 16.00 og fredag fra 09.00 - 15.00"
"43",11000,"Under 1 year","Apartment","Aarhus C",67,2,"Helga Pedersens Gade","Lejlighed, Helga Pedersens Gade, 8000 Aarhus C.                          Antal varelser: 2  Antal m2: 67  Husleje. 11.000 kr.  Post nummer: 8000  By: Aarhus C"
"44",11000,"Under 1 year","Apartment","Aarhus C",67,2,"Helga Pedersens Gade","Lejlighed, Helga Pedersens Gade, 8000 Aarhus C.                          Antal varelser: 2  Antal m2: 67  Husleje. 11.000 kr.  Post nummer: 8000  By: Aarhus C"
"45",9800,"Indefinite","Apartment","Hojbjerg",85,3,"Emiliedalsvej","Lejlighed, Emiliedalsvej, 8270 Hojbjerg, etage: ST.                          Lakker 3 varelses lejlighed beliggende i nyere byggeri pa Emiliedalsvej. Lejligheden ligger i stueplan og har udgang til terrasse. Lejligheden indeholder: Dejligt kokken, flot badevarelse med vaskesojle, sovevarelse med skabe og 1 godt varelse.  Opholdsstue med udgang til terrasse.  Lejligheden har flotte plankegulve og hvide vagge og lofter.  Der er pulterrum til lejligheden. Falles p-pladser til ejendommen.  Indkob og offentlig transport lige om hjornet. Kort afstand til skov og strand."
"46",9800,"Indefinite","Apartment","Hojbjerg",85,3,"Emiliedalsvej","Lejlighed, Emiliedalsvej, 8270 Hojbjerg, etage: ST.                          Lakker 3 varelses lejlighed beliggende i nyere byggeri pa Emiliedalsvej. Lejligheden ligger i stueplan og har udgang til terrasse. Lejligheden indeholder: Dejligt kokken, flot badevarelse med vaskesojle, sovevarelse med skabe og 1 godt varelse.  Opholdsstue med udgang til terrasse.  Lejligheden har flotte plankegulve og hvide vagge og lofter.  Der er pulterrum til lejligheden. Falles p-pladser til ejendommen.  Indkob og offentlig transport lige om hjornet. Kort afstand til skov og strand."
"47",9500,"Under 1 year","Apartment","Aarhus C",75,3,"Mariane Thomsens Gade","Lejlighed, Mariane Thomsens Gade, 8000 Aarhus C, etage: 1. 3. 1.                          I den ""nye"" del af Aarhus - Aarhus O, findes denne fantastiske udsigtslejlighed med 2 altaner.  Lejligheden, som er beliggende i det beromte <U+0094>Isbjerg<U+0094>  indeholder entre <U+0096> badevarelse <U+0096> stue/kokkenalrum og 2 varelser. Lejligheden er grundet beliggenheden meget lys og indbydende <U+0096> og der er en enestaende udsigt over Aarhus Havn og den ovrige del af Aarhus O."
"48",9500,"Under 1 year","Apartment","Aarhus C",75,3,"Mariane Thomsens Gade","Lejlighed, Mariane Thomsens Gade, 8000 Aarhus C, etage: 1. 3. 1.                          I den ""nye"" del af Aarhus - Aarhus O, findes denne fantastiske udsigtslejlighed med 2 altaner.  Lejligheden, som er beliggende i det beromte <U+0094>Isbjerg<U+0094>  indeholder entre <U+0096> badevarelse <U+0096> stue/kokkenalrum og 2 varelser. Lejligheden er grundet beliggenheden meget lys og indbydende <U+0096> og der er en enestaende udsigt over Aarhus Havn og den ovrige del af Aarhus O."
"49",4053,"Indefinite","House","Mariager",58,2,"Spurvevej","Hus/villa, Spurvevej, 9550 Mariager.                          Afdelingen bestar af sma klyngehuse, som ligger samlet omkring fire sma gardmiljoer. De har terrasse, udhus og store, gronne fallesomrader. Boligerne er blevet totalrenoveret med nyt kokken og nye vinduer i 1995. Der er fjernvarme. Assens har en skole, aldrecenter, Brugs, bager, kiosk og en sparekasse, og byen ligger tat pa Mariager Fjord.  Afdelingens huse har alle stor have og flere af dem carport. De er blevet renoveret med nyt kokken og nye vinduer i 1995. Der er fjernvarme.  Denne bolig er en del af et almennyttigt boligselskab, som kraver medlemskab.  Abningstider:  Mandag - Onsdag kl. 10.00 - 16.00  Torsdag kl. 12.00 - 17.00  Fredag kl. 10.00 - 13.00"
"50",4053,"Indefinite","House","Mariager",58,2,"Spurvevej","Hus/villa, Spurvevej, 9550 Mariager.                          Afdelingen bestar af sma klyngehuse, som ligger samlet omkring fire sma gardmiljoer. De har terrasse, udhus og store, gronne fallesomrader. Boligerne er blevet totalrenoveret med nyt kokken og nye vinduer i 1995. Der er fjernvarme. Assens har en skole, aldrecenter, Brugs, bager, kiosk og en sparekasse, og byen ligger tat pa Mariager Fjord.  Afdelingens huse har alle stor have og flere af dem carport. De er blevet renoveret med nyt kokken og nye vinduer i 1995. Der er fjernvarme.  Denne bolig er en del af et almennyttigt boligselskab, som kraver medlemskab.  Abningstider:  Mandag - Onsdag kl. 10.00 - 16.00  Torsdag kl. 12.00 - 17.00  Fredag kl. 10.00 - 13.00"
"51",9498,"Indefinite","Apartment","Aarhus C",90,3,"Hans Broges Gade","Lejlighed, Hans Broges Gade, 8000 Aarhus C, etage: 4. sal..                          Antal varelser: 3  Antal m2: 90  Husleje. 9.498 kr.  Indskud: 28.494 kr.  Post nummer: 8000  By: Aarhus C"
"52",9498,"Indefinite","Apartment","Aarhus C",90,3,"Hans Broges Gade","Lejlighed, Hans Broges Gade, 8000 Aarhus C, etage: 4. sal..                          Antal varelser: 3  Antal m2: 90  Husleje. 9.498 kr.  Indskud: 28.494 kr.  Post nummer: 8000  By: Aarhus C"
"53",3800,"Under 1 year","Room","Aarhus C",13,1,"Viborgvej","Varelse, Viborgvej, 8000 Aarhus C.                          Jeg soger en roomie pr. 1/9. Lejeperioden er som udgangspunkt begranset til 6 mdr., men med god mulighed for forlangelse. Varelset som fremlejes er ca. 13 kvm og ligger vendt mod en flot og velholdt gardhave. Lejligheden er 62 kvm stor og bestar af to varelser, kokken med opvaskemaskine, bad/toilet og altan med adgang fra kokkenet. Der er vaske- og torrerum og cykelparkering i kalderen. Lejligheden ligger pa Viborgvej i Arhus C lige overfor Den Gamle By og Botanisk have. Jeg soger en roomie, som satter pris pa et pant og ryddeligt hjem, og som deltager i de falles pligter, som selvfolgelig er begransede i 2-varelseslejlighed. En som har lyst til ind i mellem at vende dagens begivenheder over en kop kaffe eller te, men som ogsa accepterer en lukket dor. Du skal vare ikke-ryger. Jeg er selv tandlagestuderende, og bruger generelt meget tid pa skolen. Nar jeg ikke er pa skolen ser du mig gerne i svommehallen eller havet (alt efter vejret), hvor jeg har travlt med at brande energi af. Det ville vare en fordel hvis du ogsa har en fritidsaktivitet, hobby, job, sport eller andet, som du bruger tid pa. I eksamensperioden befinder jeg mig gerne i kokkenet i gang med en overspringshandling i form at bagning af brod og kager, sa hvis du elsker brod og kage er det ogsa en stor fordel, da jeg ikke kan spise det hele selv. Huslejen er inkl. vand, varme, el, internet, indboforsikring, ansvarsforsikring og rejseforsikring m. afbestilling. Ud over huslejen vil der vare enkelte fallesudgifter til toiletpapir, rengoringsmidler og lign.   Er du interesseret, sa send en besked og fortal lidt om dig selv. Jeg ser frem til at hore fra dig.  Mange hilsner Tone  Linker til ekstern betalingsside"
"54",3800,"Under 1 year","Room","Aarhus C",13,1,"Viborgvej","Varelse, Viborgvej, 8000 Aarhus C.                          Jeg soger en roomie pr. 1/9. Lejeperioden er som udgangspunkt begranset til 6 mdr., men med god mulighed for forlangelse. Varelset som fremlejes er ca. 13 kvm og ligger vendt mod en flot og velholdt gardhave. Lejligheden er 62 kvm stor og bestar af to varelser, kokken med opvaskemaskine, bad/toilet og altan med adgang fra kokkenet. Der er vaske- og torrerum og cykelparkering i kalderen. Lejligheden ligger pa Viborgvej i Arhus C lige overfor Den Gamle By og Botanisk have. Jeg soger en roomie, som satter pris pa et pant og ryddeligt hjem, og som deltager i de falles pligter, som selvfolgelig er begransede i 2-varelseslejlighed. En som har lyst til ind i mellem at vende dagens begivenheder over en kop kaffe eller te, men som ogsa accepterer en lukket dor. Du skal vare ikke-ryger. Jeg er selv tandlagestuderende, og bruger generelt meget tid pa skolen. Nar jeg ikke er pa skolen ser du mig gerne i svommehallen eller havet (alt efter vejret), hvor jeg har travlt med at brande energi af. Det ville vare en fordel hvis du ogsa har en fritidsaktivitet, hobby, job, sport eller andet, som du bruger tid pa. I eksamensperioden befinder jeg mig gerne i kokkenet i gang med en overspringshandling i form at bagning af brod og kager, sa hvis du elsker brod og kage er det ogsa en stor fordel, da jeg ikke kan spise det hele selv. Huslejen er inkl. vand, varme, el, internet, indboforsikring, ansvarsforsikring og rejseforsikring m. afbestilling. Ud over huslejen vil der vare enkelte fallesudgifter til toiletpapir, rengoringsmidler og lign.   Er du interesseret, sa send en besked og fortal lidt om dig selv. Jeg ser frem til at hore fra dig.  Mange hilsner Tone  Linker til ekstern betalingsside"
"55",10425,"Indefinite","Apartment","Skanderborg",136,4,"Molleparken","Lejlighed, Molleparken, 8660 Skanderborg, etage: stuen.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"56",10425,"Indefinite","Apartment","Skanderborg",136,4,"Molleparken","Lejlighed, Molleparken, 8660 Skanderborg, etage: stuen.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"57",7955,"Indefinite","Apartment","Viby J",78,3,"Onsholtvej","Lejlighed, Onsholtvej, 8260 Viby J, etage: 1. sal.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"58",7955,"Indefinite","Apartment","Viby J",78,3,"Onsholtvej","Lejlighed, Onsholtvej, 8260 Viby J, etage: 1. sal.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"59",11850,"Indefinite","Apartment","Aarhus C",119,4,"Ryesgade","Lejlighed, Ryesgade, 8000 Aarhus C, etage: 2. th.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"60",11850,"Indefinite","Apartment","Aarhus C",119,4,"Ryesgade","Lejlighed, Ryesgade, 8000 Aarhus C, etage: 2. th.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"61",9350,"Indefinite","Apartment","Aarhus C",82,2,"Finderupvej","Lejlighed, Finderupvej, 8000 Aarhus C, etage: 1. sal lejl. 7.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"62",9350,"Indefinite","Apartment","Aarhus C",82,2,"Finderupvej","Lejlighed, Finderupvej, 8000 Aarhus C, etage: 1. sal lejl. 7.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"63",10768,"Indefinite","Apartment","Aarhus C",87,3,"Finderupvej","Lejlighed, Finderupvej, 8000 Aarhus C, etage: stuen lejl. 1.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"64",10768,"Indefinite","Apartment","Aarhus C",87,3,"Finderupvej","Lejlighed, Finderupvej, 8000 Aarhus C, etage: stuen lejl. 1.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"65",10365,"Indefinite","Apartment","Aarhus C",87,3,"Finderupvej","Lejlighed, Finderupvej, 8000 Aarhus C, etage: 1. sal, lejl. 4.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"66",10365,"Indefinite","Apartment","Aarhus C",87,3,"Finderupvej","Lejlighed, Finderupvej, 8000 Aarhus C, etage: 1. sal, lejl. 4.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"67",10859,"Indefinite","Apartment","Aarhus C",87,3,"Finderupvej","Lejlighed, Finderupvej, 8000 Aarhus C, etage: 1. sal lejl. 8.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"68",10859,"Indefinite","Apartment","Aarhus C",87,3,"Finderupvej","Lejlighed, Finderupvej, 8000 Aarhus C, etage: 1. sal lejl. 8.                          Hvis du er interesseret i lejemalet eller vil se flere detaljer, kan du klikke pa knappen til hojre."
"69",4966,"Indefinite","House","Farup",82,2,"Hobrovej","Hus/villa, Hobrovej, 8990 Farup, etage: 01 Tv.                          Afdelingens ejendom er blevet totalrenoveret i 1995. Den har en meget lille falles gardhave. Lejlighederne er opvarmet med naturgas, og der er kabel TV. I Farup er der bornehave, aldrecenter, kobmandsbutik og en sparekasse. 8990 Farup, Hobrovej.  Denne bolig er en del af et almennyttigt boligselskab, som kraver medlemskab.  Abningstider:  Mandag - Onsdag kl. 10.00 - 16.00  Torsdag kl. 12.00 - 17.00  Fredag kl. 10.00 - 13.00"
"70",4966,"Indefinite","House","Farup",82,2,"Hobrovej","Hus/villa, Hobrovej, 8990 Farup, etage: 01 Tv.                          Afdelingens ejendom er blevet totalrenoveret i 1995. Den har en meget lille falles gardhave. Lejlighederne er opvarmet med naturgas, og der er kabel TV. I Farup er der bornehave, aldrecenter, kobmandsbutik og en sparekasse. 8990 Farup, Hobrovej.  Denne bolig er en del af et almennyttigt boligselskab, som kraver medlemskab.  Abningstider:  Mandag - Onsdag kl. 10.00 - 16.00  Torsdag kl. 12.00 - 17.00  Fredag kl. 10.00 - 13.00"
"71",8925,"Over 1 year","Apartment","Aarhus C",63,2,"Frederiks Plads","Lejlighed, Frederiks Plads, 8000 Aarhus C, etage: 5. sal.                          Nybygget lejligheden i hjertet af Aarhus. Frederiks Plads ligger klods op ad Jagersgade, som bugner af kulinariske oplevelser og en helt igennem fantastisk og Aarhusiansk stemning.   Lejligheden ville vare ideelt for et par, som onsker at opleve den Aarhusianske puls pa tatteste hold.  Lejligheden er delvist mobleret.    Selve pladsen og arkitekturen bliver beskrevet pa folgende made af pladsen hjemmeside:   Frederiks Plads er bade en gave til Aarhus og en hyldest til Danmarks tronfolger. C. F. Moller Architecture har skabt et ambitiost og smukt projekt, der pa elegant vis binder Frederiksbjerg sammen med midtbyens skyline i form af Aarhus City Tower og EY huset.  Med perfekte tilkorselsforhold og underjordisk parkering kombineret med direkte adgang til Bruuns Galleri, Banegarden, Stroget og meget andet er Frederiks Plads en unik ramme at leve og arbejde i for det urbane menneske, ""Homo Urbanus<U+0094>."
